Epoch,Train Loss,Test PSNR,Test SSIM,Learning Rate
1,0.5548970881435606,26.416366804756265,0.8242917847920057,0.001
2,0.5193779661699578,27.434859524673154,0.8452325898034694,0.001
3,0.4984675138084977,27.504011948049964,0.8544755619850393,0.001
4,0.48040201432175106,28.051296246349388,0.867322057634025,0.001
5,0.46743584893367907,28.33889911262003,0.8695989701182067,0.001
6,0.4587201029062271,28.7232959268854,0.8803997209537674,0.001
7,0.4522362925388195,28.58253748938648,0.8774034349223123,0.001
8,0.4468692977119375,28.853545464896087,0.8881798239514586,0.001
9,0.43810695464964267,29.213385810248603,0.8894239416875548,0.001
10,0.4301544543769624,29.348489647521912,0.8950835701757134,0.001
11,0.426484982724543,29.392545557201583,0.8961945222475959,0.001
12,0.42417291965749526,28.83595735405135,0.8928169756463668,0.001
13,0.42105320703100274,29.984170790804583,0.9030838532976663,0.001
14,0.4154413800548624,29.919154045482852,0.902019029633574,0.001
15,0.4116681941129543,29.808185172369413,0.9022732964668715,0.001
16,0.40749322760988166,23.84716874167916,0.8588200021183957,0.001
17,0.41363932026757133,30.074396043708774,0.9056071031852656,0.001
18,0.41250742806328666,29.592533409243963,0.903824623790031,0.001
19,0.4056631343232261,29.921334580366807,0.9088548049839702,0.001
20,0.4001290836819896,30.17888407705117,0.9080507388677258,0.001
21,0.3977387624758261,30.289515456149594,0.9097479082385574,0.001
22,0.3954166516109749,30.462808106848993,0.9102663934223749,0.001
23,0.3940989237140726,30.470823909239858,0.9086877047866699,0.001
24,0.39041844396679487,30.47845796996621,0.9107224598838437,0.001
25,0.3893292198578517,30.317324787302255,0.9096488647804255,0.001
26,0.3875833484861586,30.530217920013477,0.9121049608482366,0.001
27,0.3857442775258311,30.696597370110684,0.9127485537596726,0.001
28,0.38513717276078685,30.386780883037517,0.9115468719991714,0.001
29,0.3826922183787381,30.456760006003364,0.9125506921628603,0.001
30,0.38468285236093736,30.818736259234043,0.9147919550811309,0.001
31,0.3799354478164955,30.78486440637771,0.915798570837601,0.001
32,0.37942762507332695,30.427494290294856,0.9140328328068783,0.001
33,0.3794682020390475,30.677201729786294,0.9153818888921338,0.001
34,0.37601205982543806,30.748421293484892,0.9155025715565246,0.001
35,0.3769416831157826,30.684867919305777,0.916746184263724,0.001
36,0.3723378992742962,30.85950276153114,0.9171641570757217,0.001
37,0.37328831520345473,29.630266639769626,0.909813654849708,0.001
38,0.37120084519739505,30.73640659870086,0.9181408379877495,0.001
39,0.37143883605798084,30.819304791762836,0.9169564562834842,0.001
40,0.3695997695128123,30.73910602497222,0.9180210393623461,0.001
41,0.3689920593191076,30.79021390773112,0.9178000142368835,0.001
42,0.36980961980643096,30.84932351702388,0.9190819256177013,0.001
43,0.3710735164306782,30.781094991563762,0.9175115532997337,0.001
44,0.3657885938882828,30.939673178851912,0.9191125216373485,0.001
45,0.36724840656474783,30.960234065903137,0.9185112698772729,0.001
46,0.3647369885886157,30.95674948204892,0.9189461938416728,0.001
