Epoch,Train Loss,Test PSNR,Test SSIM,Learning Rate
83,0.34658418209464464,30.957064100256147,0.9224954577089586,0.001
84,0.34565124853893564,30.47815624732367,0.9187871748137489,0.001
85,0.37637039577519454,30.513697104100697,0.9150459760563556,0.001
86,0.36416075351061644,30.925489775795633,0.9195520071162101,0.001
87,0.35264269400525977,30.445381795125975,0.9197272356414701,0.001
88,0.3504360218842824,30.90168648942812,0.9227408967391804,0.001
89,0.3469140308874625,31.028053588634656,0.923255255598401,0.001
90,0.3475907665711862,30.798809210555834,0.9204485024466933,0.001
91,0.3446243107318878,30.909522121313277,0.9213372657993841,0.001
92,0.3423005331445623,30.663312318703767,0.9214036058870225,0.001
93,0.34151387711366016,30.095065974607294,0.9219653798958768,0.001
94,0.34345617007326196,30.21047712561124,0.9197484626526503,0.001
95,0.3424855696934241,30.713204571956023,0.9220211065757333,0.001
96,0.3414600535675331,30.793229134977572,0.9212439719271264,0.001
97,0.3416744216724678,30.319669885763012,0.9198989169264769,0.001
98,0.33889282798325576,30.608078688786264,0.9206054986999803,0.001
99,0.3409452145850217,30.019245685165775,0.918925691669821,0.001
100,0.3376857174767388,30.621578651112625,0.9229575658356761,0.001
101,0.33398165084697584,29.449689082494928,0.9129743565865357,0.001
102,0.333612737832246,30.863875108110097,0.9225374959015908,0.001
103,0.33368706703186035,31.133162410289362,0.9228267996913119,0.001
104,0.33334542369401016,30.46914194734563,0.9206715839641084,0.001
105,0.33317877572995647,30.78377275875326,0.9237552075023923,0.001
106,0.3320499277777142,29.823721590639316,0.9202977932848728,0.001
107,0.33114248127849016,30.68226612587503,0.9225302073777926,0.001
108,0.331293527174879,30.53465395412616,0.9209121303549658,0.001
109,0.3295261942678028,30.487220882694267,0.922416795337953,0.001
110,0.33224621415138245,31.166766864320316,0.9246717457543883,0.001
111,0.34177284439404804,30.012657427475492,0.9192605443541815,0.001
112,0.34322767456372577,30.775371147420085,0.920931896465356,0.001
113,0.33415790454105093,31.292718135059435,0.9250681504595422,0.001
114,0.3325001260748616,30.96045459364998,0.9229064989197421,0.001
115,0.32923185880537387,30.864729634068766,0.9237019836635131,0.001
116,0.3270794098024015,31.1551443115713,0.9240948249938579,0.001
117,0.3272136151790619,31.068284903432417,0.9230360855370641,0.001
118,0.3256161008720045,31.00247986487046,0.9226217655597322,0.001
119,0.3258000347349379,27.375643787778962,0.9051422437439716,0.001
120,0.33174675427101274,30.798201760901392,0.9217775522421509,0.001
121,0.3298667327121452,30.777342685759766,0.9239938792930531,0.001
122,0.32570023117242036,31.014224866085303,0.923937397468079,0.001
123,0.3261374991249155,30.806524766081527,0.9238040426821746,0.001
124,0.32393480285450266,31.128498856383718,0.9246286266094464,0.001
125,0.3240361644162072,31.23010124922399,0.9235003219220077,0.001
126,0.32230585040869536,31.008284314138635,0.9238594494322863,0.001
127,0.3216367965495145,30.931542887140875,0.9224492388972059,0.001
128,0.32197530291698595,30.98691706958555,0.923819096853987,0.001
129,0.3228747303839083,30.81296429261026,0.9224021182166081,0.001
130,0.32121189269754624,30.538382210108534,0.9228474390026874,0.001
131,0.3229298304628443,31.120115438133958,0.92376674151164,0.001
132,0.32190808267505083,30.819557917649266,0.9213429916009498,0.001
133,0.3181223781020553,30.417938253647726,0.9220066483469987,0.001
134,0.3207733620096136,31.015420680054334,0.9236996088235043,0.001
135,0.319894344718368,31.15117435791429,0.9243907688099213,0.001
136,0.3198277966843711,30.783887120643637,0.9225733006863779,0.001
137,0.317528932734772,30.977499751422837,0.924522281538084,0.001
138,0.3163078763970622,30.80139989725216,0.9225373138038782,0.001
139,0.32137506758725204,30.69352589283452,0.9203163505370107,0.001
140,0.3690443955085896,30.555733885820274,0.9197607706192652,0.001
141,0.35398986328531196,31.171705316373064,0.920408322392717,0.001
142,0.3450750680985274,30.89279781208665,0.9220428621441819,0.001
143,0.3401207747282805,30.604796791549447,0.9214826984718696,0.001
144,0.334343867721381,31.075715302733194,0.9229275645399779,0.001
145,0.33347008956803215,30.97163702207938,0.9214998840980658,0.001
146,0.3279352491652524,30.78877456213426,0.9233967716289738,0.001
147,0.32453211093390427,30.90307964985753,0.9227021791260183,0.001
148,0.3259325165439535,30.671225949064013,0.9200259173884693,0.001
149,0.3249916351503796,30.655330177328672,0.9205029472042043,0.001
150,0.3225769235028161,30.625372542598644,0.9238544294275061,0.001
151,0.3221917787083873,30.77647407139066,0.9230071485054302,0.001
152,0.3228788872559865,30.588166846147374,0.9226811967774952,0.001
153,0.3191664169232051,31.23143307436725,0.9248498654973326,0.001
154,0.319154950203719,30.702914897237225,0.923924727287255,0.001
155,0.319928753707144,30.94322287013203,0.9249790538822303,0.001
156,0.3175528728299671,30.34997409065306,0.9198193681998318,0.001
157,0.3181831384146655,31.270182799674192,0.9250073872287458,0.001
158,0.31399289711757944,30.69257454975279,0.9237991224622527,0.001
159,0.3172003659937117,29.87287175905534,0.9220833120183682,0.001
160,0.3145093812986656,31.282488543663654,0.9249842221349247,0.001
161,0.31251771637686976,30.861098856893047,0.9237585895768203,0.001
162,0.3139685751111419,30.67939285082933,0.9235604697054881,0.001
163,0.31421265999476117,31.058584244334426,0.9243096129992544,0.001
164,0.31325168631694933,30.909157045913503,0.9235518654271485,0.001
165,0.31297276362224863,30.915093404765088,0.9239564945794716,0.001
166,0.31511949885774543,30.527962149856375,0.9249178203596358,0.001
167,0.3163271342162733,30.55307967565224,0.9236827051188015,0.001
168,0.31242346818800326,30.654814884732488,0.9250474133838239,0.001
169,0.34324829445944893,29.64076842473773,0.9178897509949908,0.001
170,0.32631804987236307,30.89290574784158,0.922998663207085,0.001
171,0.3199430505434672,30.642210788347143,0.9225655808035573,0.001
172,0.31706072169321553,31.26417917344734,0.9241445047391345,0.001
173,0.31454976786065986,31.1147133747948,0.9236491741748406,0.001
174,0.31113047732247245,30.941416355494763,0.9252622518356377,0.001
175,0.3108720128183012,30.99794768909818,0.9227082915914318,0.001
176,0.3086916086850343,30.861826265942714,0.9238067076097232,0.001
177,0.3106800141157927,30.78440151360749,0.9245850829136586,0.001
178,0.3088835422639494,30.95242178866147,0.92437150791207,0.001
179,0.30893385575877297,31.107540272771036,0.9236906763848572,0.001
180,0.30821479691399467,30.886883358869962,0.9239590707838073,0.001
181,0.31019497138482555,30.179152624703384,0.9232933211855199,0.001
182,0.31022582672260424,31.20640343595775,0.9261306094253028,0.001
183,0.4651003502033375,27.790986775670184,0.8909408162865057,0.001
184,0.4491847516209991,29.163352693905445,0.9034870816103611,0.001
185,0.42644441734861444,29.37193362079583,0.9072966804242619,0.001
186,0.41493621468544006,29.85696921757717,0.9123387039219196,0.001
187,0.4044998503393597,29.92844741073204,0.9107944600584953,0.001
188,0.3945024350175151,30.28324628356178,0.9160971818621619,0.001
189,0.3888389142575087,30.32884953473436,0.9150191036275132,0.001
190,0.3838959639822995,30.341690780551215,0.917282835617115,0.001
191,0.37772883750774244,30.75793902412484,0.9172439171696745,0.001
192,0.3755452158274474,30.594269275938025,0.9191982054362194,0.001
193,0.36981326120871083,30.49353375401729,0.9194962456628878,0.001
194,0.367091938301369,31.022458229005412,0.9214162236238252,0.001
195,0.3651939779520035,30.49615997601217,0.9183482467886768,0.001
196,0.36387883181925174,30.6468004359253,0.9204101814852149,0.001
197,0.36071120975194154,30.7633777835309,0.9219677370152872,0.001
198,0.3586613850461112,29.08586712862476,0.9162783287882763,0.001
199,0.3557247547087846,30.973974091465074,0.9232959474979477,0.001
200,0.3563116016211333,30.778194122453925,0.9224158210305361,0.001
201,0.3534391693494938,31.073119225523524,0.9225881194799194,0.001
202,0.35132721066474915,31.22703405725516,0.9236796289470701,0.001
203,0.35043354553205,30.993488771478724,0.9226419345402028,0.001
204,0.3497098292465563,31.053375022728087,0.921830384042225,0.001
205,0.34878052053628145,30.66034620066313,0.9226885872510023,0.001
206,0.3478407628006405,30.681581430340344,0.9183054394784956,0.001
207,0.3463977509074741,31.383146191308672,0.9250986941317418,0.001
208,0.3444525141406942,31.17573879054603,0.9239582418712347,0.001
209,0.3443610320488612,31.220272386582753,0.9244745730257847,0.001
210,0.34215164791654656,30.517250602094617,0.9225655361571679,0.001
211,0.3451633033929048,30.944501406586284,0.9217386531545396,0.001
212,0.34940299336557035,30.34271801525113,0.9196902195615522,0.001
213,0.3422834001205586,31.400583377990884,0.9246917319665527,0.001
214,0.3473234325647354,31.079038238949188,0.9237569084257399,0.001
215,0.3415977756182353,31.1630615455207,0.9241901452141781,0.001
216,0.3383199826434807,31.201164456397077,0.924363992986464,0.001
217,0.3368818384629709,31.11921123822973,0.9239774274330677,0.001
218,0.33534083432621425,31.337138492160488,0.9250909934211029,0.001
219,0.3334217021862666,31.151295193515402,0.9248343764001918,0.001
220,0.33336277306079865,31.033181627138624,0.9253592732330879,0.001
221,0.33839976842756625,31.052288327539404,0.9238720005403678,0.001
222,0.3405512847282268,30.651504969576308,0.9233942831797912,0.001
223,0.336123400816211,31.18863944604932,0.9235923911412556,0.001
224,0.33265898901003377,30.472666709881032,0.9215823474224493,0.001
225,0.3298514860647696,30.531100380323203,0.924162005425817,0.001
226,0.33012715313169694,31.007195012622436,0.9262909541154717,0.001
227,0.32778792800726714,30.936199746992006,0.9234941270228603,0.001
228,0.3272365320611883,30.645198291449322,0.9233540083943115,0.001
229,0.32649737817269786,30.231303762658474,0.9238626488288478,0.001
230,0.3250261236120153,29.698754385713247,0.921260801505585,0.001
231,0.32709486616982353,30.889179272636337,0.9230491141272485,0.001
232,0.32420468275193814,30.91175865152555,0.9245806681930524,0.001
233,0.32262911012879125,30.9099381895035,0.9248376691548882,0.001
234,0.3221599150587011,31.031063947758383,0.9247795960648408,0.001
235,0.32267923763504736,30.815736633644892,0.9249197883967365,0.001
236,0.31954871945910984,30.807141380140028,0.9243026068860745,0.001
237,0.3195100299738072,30.284982568333238,0.9232326278666758,0.001
238,0.32062542880022965,30.62322484429645,0.9230936019855476,0.001
239,0.32144418634750227,30.381263284275313,0.9239686265687604,0.001
240,0.32010057127034225,29.626393795325882,0.9214831296052718,0.001
241,0.31873746823381494,31.380960263563143,0.9255903981791993,0.001
242,0.3192261435367443,30.558953989253222,0.9242941042955359,0.001
243,0.3165625146141759,31.106983381048188,0.9255889229189835,0.001
244,0.3172443194521798,30.04872663614707,0.9188609836662368,0.001
245,0.3156580809089873,30.99837760643249,0.9255112930845751,0.001
246,0.314873144030571,31.033627337497215,0.9242659430399564,0.001
247,0.31480993109720723,31.37935231224747,0.9262131569955213,0.001
248,0.314165684360045,31.304357168362298,0.9267338428108759,0.001
249,0.313767299607948,30.696502193456602,0.9242907435995052,0.001
250,0.3146726069626985,31.149263491809986,0.9256540382188478,0.001
251,0.31162181275862233,30.57998643470293,0.9257585865543954,0.001
252,0.3116437781740118,30.809095664547762,0.9237086555866899,0.001
253,0.3117445133350514,30.8669124228271,0.9239302461344682,0.001
254,0.310346187264831,30.979659242854943,0.9244977347495293,0.001
255,0.3101982303239681,30.63860069042013,0.9244849888124665,0.001
256,0.3093898097674052,30.226780628726804,0.9249130292966662,0.001
257,0.31281310926984857,30.97384676736004,0.9249353026302856,0.001
258,0.3107916392661907,31.017264648037514,0.92620294206068,0.001
259,0.3128114911141219,29.265290867363348,0.9183293116106295,0.001
260,0.3182111216915978,30.744275047003967,0.9248178537976308,0.001
261,0.31523210527720275,30.697279401906226,0.9224363402826152,0.001
262,0.3119239702268883,30.953630469465555,0.9253619429619939,0.001
263,0.3093125560769328,30.918685135034714,0.9257663492229918,0.001
264,0.30814822349283433,30.85365650940289,0.9232191099701201,0.001
265,0.3082443321192706,31.27615970479701,0.926752619469944,0.001
266,0.3069046222501331,30.812889909766024,0.9253501973447131,0.001
267,0.30810798428676744,30.714923718406137,0.9251127252869825,0.001
268,0.30757579924883666,30.904092013945323,0.9273432924063301,0.001
269,0.3081060062955927,30.939921685467425,0.9257883229022251,0.001
270,0.3067892580120652,30.94665298410822,0.9257374689870778,0.001
271,0.3073936220672395,30.981122262747313,0.9244664109002636,0.001
272,0.3053817826288718,31.261074123871644,0.9257277659827471,0.001
273,0.3080181766439367,30.461191995736545,0.9233964949169255,0.001
274,0.30718775700639794,31.005268416055063,0.9256933515084398,0.001
275,0.3060799390077591,30.605110487343698,0.9236516923934315,0.001
276,0.31065867454917345,30.08539470924403,0.9241971199275274,0.001
277,0.3073040506354085,31.0241992708942,0.9265638552194938,0.001
278,0.30641291152547906,31.159951708215935,0.9264213002280328,0.001
279,0.305085638055095,30.50377621030889,0.9252487812202986,0.001
280,0.30451593906791125,30.775967275817038,0.9240718398611772,0.001
281,0.30481210185421836,30.826201394449512,0.9242046798878526,0.001
282,0.3021857335611626,31.01387582220912,0.9257879586084203,0.001
283,0.306428166727225,31.255587270240312,0.9256550354424149,0.001
284,0.302536615618953,30.605576172484724,0.9236128489262062,0.001
285,0.3033343404531479,30.60483424377351,0.9241390349533307,0.001
286,0.3030537455170243,30.888016195444028,0.9248956399959348,0.001
287,0.3042904767725203,30.586759892716728,0.9237823689064224,0.001
288,0.30527173203450664,30.902258827015316,0.9254585813036154,0.001
289,0.3053509995893196,29.74556282099534,0.9239538733874669,0.001
290,0.3050065250308425,31.18535240002084,0.926621309060136,0.001
291,0.31459528318157903,30.33607915154585,0.9207585121649227,0.001
292,0.327256484164132,30.47572382399995,0.9224300860414761,0.001
293,0.3146932323773702,31.285072009447763,0.9251477768472174,0.001
294,0.31040668708306773,30.345201076472932,0.924165853223577,0.001
295,0.30567762862752984,30.84996291754342,0.9251971417130336,0.001
296,0.30544711042333533,31.02936467819699,0.9255313116102076,0.001
297,0.3333046623954066,30.612176333672124,0.9200883774082638,0.001
298,0.34187450729034563,30.42828106196511,0.9238147341709299,0.001
299,0.3239935068068681,30.89800499705145,0.9258936142136437,0.001
300,0.318736270070076,30.6778513552285,0.9219905302871934,0.001
301,0.31303825698516985,31.17030054650345,0.9252730327584819,0.001
302,0.31018670951878585,30.63957528251241,0.9215080893887017,0.001
303,0.31160413059923386,31.30816943147818,0.9272628629056294,0.001
304,0.30536386370658875,31.0194137814151,0.9261998980017323,0.001
305,0.3047170423799091,31.234084687953068,0.9250474301829008,0.001
306,0.30466716433012925,30.93545030524692,0.9259147985673613,0.001
307,0.3094447784953647,29.684527626047128,0.9236140110448733,0.001
308,0.3120277673006058,31.098708277231655,0.9261122807171749,0.001
309,0.3111877800137908,31.101249041860683,0.9231578360736077,0.001
310,0.3061563002842444,31.320369697645006,0.9261281218727064,0.001
311,0.3031198768704026,31.118829805615707,0.9273537590748583,0.001
312,0.30313965678215027,31.25383496177571,0.9264127115435086,0.001
313,0.30471781337702714,30.877878216272936,0.923547434890485,0.001
314,0.3017656207084656,31.127931163234745,0.9263710685457961,0.001
315,0.2977503532612765,30.85710661248851,0.9249928505287139,0.001
316,0.29987254518049733,31.182162731801927,0.9267527756493382,0.001
317,0.29826155249719266,31.070313161183595,0.9273753101576925,0.001
318,0.30311772337666265,31.110794683333552,0.9245738494170745,0.001
319,0.2992739533936536,31.227033722651253,0.9270715782553078,0.001
320,0.2984903465818476,31.124321879943075,0.9255886964332728,0.001
321,0.29710982905493843,31.29190110550045,0.9258730264152499,0.001
322,0.29846154539673414,31.141594833204035,0.9269939010403185,0.001
323,0.2988595653463293,31.129820604109995,0.9269298586735069,0.001
324,0.2991462167766359,30.695493289477024,0.9236432802420882,0.001
325,0.3002487349289435,31.083326880404222,0.9247242106637164,0.001
326,0.29703524156853006,31.20875931560417,0.9270054732987548,0.001
327,0.2958524519646609,31.156916464139112,0.9264201968906158,0.001
328,0.29688569682615773,30.780235612637814,0.9248931199032978,0.001
329,0.2981102692860144,30.973655863537378,0.9262143394806686,0.001
330,0.30574484997325474,30.894715764256564,0.9259379950043496,0.001
331,0.30016280158802316,30.433669176881697,0.9246139019581335,0.001
332,0.302780889250614,30.584538592375814,0.926159210367486,0.001
333,0.2989470412333806,30.467516956216286,0.924021510722958,0.001
334,0.29698476360903847,31.03709372924388,0.9271172755076652,0.001
335,0.29762414539301835,31.169795766989903,0.926995268013084,0.001
336,0.2959690965988018,30.980936299444657,0.9243958246103451,0.001
337,0.32696398927105796,30.286616404692616,0.9208372936502072,0.001
338,0.34139144475813266,30.212123041416177,0.9248895048675475,0.001
339,0.3234425595513097,30.694762616066463,0.9237398901013935,0.001
340,0.31708497526469054,30.851640283842354,0.9249101624307957,0.001
341,0.31115794126634244,31.027088350104197,0.9261598449335644,0.001
342,0.30636399653222823,30.91807019535501,0.9242683000587087,0.001
343,0.3042495797077815,31.08584926813724,0.9259968865777732,0.001
344,0.3058779405222999,30.50243505016863,0.9260856369891562,0.001
345,0.30309008889728123,31.16970420251417,0.9252473948584407,0.001
346,0.3038647031342542,30.357387295995753,0.9254450358807205,0.001
347,0.3000109499251401,31.156007267237193,0.9261976993701392,0.001
348,0.301835834980011,31.178805148424463,0.9254173242197985,0.001
349,0.3005559058101089,30.64182660519484,0.926182786512635,0.001
350,0.2991492025278233,31.30708827808966,0.9265056788492229,0.001
351,0.29684377323698113,31.047735860151505,0.926771968780265,0.001
352,0.2960778778349912,31.081890107544055,0.9263718678569208,0.001
353,0.2945934567186568,31.091069202754344,0.9262766393450371,0.001
354,0.29428551759984756,31.007505545566577,0.9267487623092757,0.001
355,0.29633162336217034,31.39378569787365,0.9273090266258742,0.001
356,0.2955903548885275,31.196243000677153,0.9275119591582611,0.001
357,0.2967964239694454,30.74961559100629,0.9261596448635173,0.001
358,0.29772341361752264,30.99148677912774,0.9225053883910722,0.001
359,0.29562158937807437,29.904439914257942,0.9166944870879054,0.001
360,0.29411174688074326,31.106782955142663,0.9263429770174321,0.001
361,0.2934654984209273,31.276089641184814,0.9270869311996254,0.001
362,0.2960510546410525,30.951594481011178,0.9266714481660272,0.001
363,0.30926913850837284,30.954202937472107,0.9257532017719569,0.001
364,0.3009601240908658,31.298570248191048,0.9266064780649732,0.001
365,0.2990907000170814,31.316362233129666,0.9267482381754344,0.001
366,0.2954523017009099,30.84812448534072,0.9263446659665686,0.001
367,0.29586630562941235,31.145512997809757,0.9259691417899346,0.001
368,0.2944477079091249,31.33432291015974,0.9274420763207634,0.001
369,0.29274577619852843,30.939109160868995,0.9247074593224677,0.001
370,0.2943124920129776,30.441391128826417,0.9227027159935465,0.001
371,0.29508980832718035,31.134714804394353,0.9272819830771225,0.001
372,0.2921433741295779,30.869092696852785,0.9268340354226938,0.001
373,0.292891847314658,31.260672623276506,0.9275427222445778,0.001
374,0.2925915800862842,31.42425548162195,0.9277306240971606,0.001
375,0.2956850473527555,30.486789643177712,0.9240599680061554,0.001
376,0.3031078477700551,30.708328231102776,0.9260651660903095,0.001
377,0.298922641409768,30.85223026420883,0.9252625621251539,0.001
378,0.2946825921535492,31.47930034375307,0.9277977831357219,0.001
379,0.2934861735061363,31.247803341522506,0.9273135649392953,0.001
380,0.30243766418209783,30.936284134428057,0.9230692374494457,0.001
381,0.2987916662737175,31.280690399212546,0.9267096539969112,0.001
382,0.29474892577639333,31.058466034270626,0.9268019571883761,0.001
383,0.29211727336600973,31.263566626167755,0.9267548370070411,0.001
384,0.293482079550072,31.163667224398004,0.92704326327494,0.001
385,0.29242660105228424,31.309870986802913,0.9263479883698791,0.001
386,0.291683633018423,31.116247138088518,0.9266650303484586,0.001
387,0.2922968549860848,31.351247482011285,0.9271539338049763,0.001
388,0.2907638080694057,31.243132797452,0.9264707445326124,0.001
389,0.2902231613794963,31.358058654942017,0.928232811232547,0.001
390,0.29010933885971707,30.896122767830914,0.9261845007687598,0.001
391,0.2922564728392495,30.667354471396493,0.9260889722208043,0.001
392,0.28979441744309886,31.401914160349705,0.9271088193606488,0.001
393,0.2944091127978431,31.093314830616404,0.9270942827322781,0.001
394,0.2908131425027494,31.0294667772674,0.9257517605656983,0.001
395,0.28943176015659616,31.23866144615932,0.9270588195156645,0.001
396,0.28900954955153996,31.274115354697784,0.9256185555711685,0.001
397,0.29180465997369204,30.96428261299804,0.9244447401690394,0.001
398,0.29296701925772206,31.11313502963377,0.9256080396058173,0.001
399,0.2918022490210003,31.12179507734765,0.9253675684529253,0.001
400,0.2925900215352023,31.354526103445778,0.9267200810010198,0.001
401,0.28889478577507866,30.959671866219622,0.9230670432731742,0.001
402,0.2885759224494298,31.498338043368637,0.9278725417492741,0.001
403,0.2893920645669655,30.894972783707995,0.9262195140406445,0.001
404,0.29236628777450985,30.925748515069998,0.9273215410954446,0.001
405,0.28868784231168254,31.385888886298446,0.9270774810778775,0.001
406,0.28949067272521833,31.161177361927095,0.9265503092148372,0.001
407,0.30804854189908065,29.286719464702394,0.9225792013149976,0.001
408,0.3102729088730282,30.550491417693298,0.9228422052711465,0.001
409,0.3047944627426289,30.748525242673594,0.9203441075557166,0.001
410,0.29790048246030454,31.144378205030144,0.9275653392518252,0.001
411,0.2939232896875452,31.343755292441376,0.9280638632213271,0.001
412,0.2941793104012807,31.256886041758843,0.9274626119087044,0.001
413,0.2948559174935023,26.517600738872748,0.8895742640188485,0.001
414,0.3542428883137526,30.594419542833972,0.9240592940642681,0.001
415,0.32788568128038337,30.986793350839786,0.9266779032590505,0.001
416,0.31597799007539396,31.123518945037183,0.9264463510112393,0.001
417,0.308465000655916,30.515968452424953,0.9251836739044259,0.001
418,0.305732273945102,31.30945191029712,0.9269966748734517,0.001
419,0.3006664569731112,30.95452820859533,0.924327377376968,0.001
420,0.3001234829425812,30.17704332466353,0.9252564809888582,0.001
421,0.2992233247668655,31.036155922947845,0.9281079947153531,0.001
422,0.2971190087221287,30.66793379326535,0.9245995286168899,0.001
423,0.29799897582442675,31.188951095844512,0.9259587477203743,0.001
424,0.2934381757621412,31.05166622511769,0.9257960408750007,0.001
425,0.29347799994327406,31.167503155529026,0.9255979585163996,0.001
426,0.2943391016236058,31.052024102823772,0.9260510065485801,0.001
427,0.2914189839804614,31.073796862928248,0.9256060683090778,0.001
428,0.31810862488216823,30.351505316489664,0.9254777879716929,0.001
429,0.3120280018559209,30.642845390724464,0.9256400791459147,0.001
430,0.3028236224695488,31.149343256846723,0.9262530970163757,0.001
431,0.2991758822290986,31.139630634053393,0.9277029369808887,0.001
432,0.29620368116431767,30.738948138048794,0.9268897375847669,0.001
433,0.2939808390758656,31.2071402959132,0.9267242541247107,0.001
434,0.2932788558580257,31.24388269014735,0.9272267538008306,0.001
435,0.2943796576173217,30.06848329392989,0.9263495781084132,0.001
436,0.2946755505270428,31.381056701027546,0.9270553819543769,0.001
437,0.2918351281572271,31.33700813468639,0.9267297987560155,0.001
